name,country,subcountry,geonameid
Velletri,Italy,Lazio,3164630
Vellmar,Germany,Hesse,3207197
Vellore,India,Tamil Nadu,1253286
Velp,Netherlands,Gelderland,2745677
Velsen-Zuid,Netherlands,North Holland,2745673
Velur,India,Tamil Nadu,1253278
Vel’sk,Russia,Arkhangelskaya,475938
Vemalwāda,India,Telangana,1253275
Venado Tuerto,Argentina,Santa Fe,3833062
Venaria Reale,Italy,Piedmont,3164617
Vence,France,Provence-Alpes-Côte d'Azur,2970148
Venceremos,Mexico,Querétaro,8858122
Vendôme,France,Centre,2970110
Venezuela,Cuba,Ciego de Ávila Province,3534432
Venice,Italy,Veneto,3164603
Venice,United States,Florida,4176380
Venice,United States,California,5405841
Venilale,Timor Leste,Baucau,1943235
Venkatagiri,India,Andhra Pradesh,1253251
Venlo,Netherlands,Limburg,2745641
Venray,Netherlands,Limburg,2745634
Ventanas,Ecuador,Los Ríos,3650267
Ventimiglia,Italy,Liguria,3164582
Ventspils,Latvia,Ventspils,454310
Ventura,United States,California,5405878
Venustiano Carranza,Mexico,Chiapas,3514785
Venustiano Carranza,Mexico,Mexico City,3827407
Venâncio Aires,Brazil,Rio Grande do Sul,3445350
Venëv,Russia,Tula Oblast,475881
Vepagunta,India,Andhra Pradesh,1253242
Vera,Argentina,Santa Fe,3833027
Vera Cruz,Brazil,Bahia,3445307
Veracruz,Mexico,Veracruz,3514783
Veracruz,Panama,Panamá Oeste Province,3700164
Veranópolis,Brazil,Rio Grande do Sul,3445299
Verbania,Italy,Piedmont,6457398
Vercelli,Italy,Piedmont,3164565
Verden,Germany,Lower Saxony,2817599
Verdun,France,Grand Est,2969958
Vereeniging,South Africa,Gauteng,944385
Veresegyház,Hungary,Pest,3042968
Vereshchagino,Russia,Perm Krai,475777
Verkhniy Ufaley,Russia,Chelyabinsk,1487394
Verkhnodniprovsk,Ukraine,Dnipropetrovsk,689916
Verkhnyaya Pyshma,Russia,Sverdlovsk Oblast,1487281
Verkhnyaya Salda,Russia,Sverdlovsk Oblast,1487277
Verl,Germany,North Rhine-Westphalia,2817576
Verneuil-sur-Seine,France,Île-de-France,2969796
Vernier,Switzerland,Geneva,2658154
Vernon,Canada,British Columbia,6173864
Vernon,France,Normandy,2969766
Vernon Hills,United States,Illinois,4914738
Vero Beach,United States,Florida,4176409
Vero Beach South,United States,Florida,7260233
Verona,Italy,Veneto,3164527
Verrettes,Haiti,Artibonite,3716044
Verrières-le-Buisson,France,Île-de-France,2969692
Versailles,France,Île-de-France,2969679
Versmold,Germany,North Rhine-Westphalia,2817537
Vertientes,Cuba,Camagüey,3534363
Vertou,France,Pays de la Loire,2969612
Veruela,Philippines,Caraga,1680040
Verviers,Belgium,Wallonia,2784821
Verāval,India,Gujarat,1253237
Veshnyaki,Russia,Moscow,473972
Vesoul,France,Bourgogne-Franche-Comté,2969562
Vespasiano,Brazil,Minas Gerais,3445162
Vestal,United States,New York,5142296
Vestavia Hills,United States,Alabama,4095415
Veszprém,Hungary,Veszprém,3042929
Vetapālem,India,Andhra Pradesh,1253220
Vettaikkaranpudur,India,Tamil Nadu,1253219
Vettūr,India,Kerala,1253216
Vevey,Switzerland,Vaud,2658145
Vezirköprü,Turkey,Samsun,738167
Viacha,Bolivia,La Paz Department,3901742
Viadana,Italy,Lombardy,3164440
Vialonga,Portugal,Lisbon,2261697
Viamão,Brazil,Rio Grande do Sul,3445156
Viana,Brazil,Maranhão,3385122
Viana,Brazil,Espírito Santo,3445153
Viana do Castelo,Portugal,Viana do Castelo,2732773
Vianen,Netherlands,Utrecht,2745580
Viareggio,Italy,Tuscany,3164433
Vibo Valentia,Italy,Calabria,2522776
Viborg,Denmark,Central Jutland,2610319
Vic,Spain,Catalonia,3106050
Vicaria,Italy,Campania,12070060
Vicente Guerrero,Mexico,Durango,4005857
Vicenza,Italy,Veneto,3164419
Vichuga,Russia,Ivanovo Oblast,473788
Vichy,France,Auvergne-Rhône-Alpes,2969392
Vicksburg,United States,Mississippi,4449620
Victoria,Argentina,Entre Rios,3832934
Victoria,Canada,British Columbia,6174041
Victoria,Chile,Araucanía,3868326
Victoria,Hong Kong,Central and Western,1931681
Victoria,Philippines,Calabarzon,1680018
Victoria,Seychelles,English River,241131
Victoria,United States,Texas,4739157
Victoria de Durango,Mexico,Durango,4011743
Victoria Falls,Zimbabwe,Matabeleland North,879431
Victoria Village,Canada,Ontario,12156873
Victorias,Philippines,Western Visayas,1680007
Victoriaville,Canada,Quebec,6174151
Victorville,United States,California,5406222
Vicálvaro,Spain,Madrid,3106054
Videira,Brazil,Santa Catarina,3445126
Vidin,Bulgaria,Vidin,725905
Vidisha,India,Madhya Pradesh,1253200
Vidnoye,Russia,Moscow Oblast,473778
Viedma,Argentina,Rio Negro,3832899
Vienna,Austria,Vienna,2761369
Vienna,United States,Virginia,4791160
Vienne,France,Auvergne-Rhône-Alpes,2969284
Vientiane,Laos,Vientiane Prefecture,1651944
Viernheim,Germany,Hesse,2817324
Viersen,Germany,North Rhine-Westphalia,2817311
Vierzon,France,Centre,2969257
Viewpark,United Kingdom,Scotland,11592296
Vigan,Philippines,Ilocos,1679980
Vigevano,Italy,Lombardy,3164376
Vigia,Brazil,Pará,3385088
Vigneux-sur-Seine,France,Île-de-France,2969109
Vignola,Italy,Emilia-Romagna,3164342
Vigo,Spain,Galicia,3105976
Vihari,Pakistan,Punjab,1162813
Vihti,Finland,Uusimaa,631707
Vijayawada,India,Andhra Pradesh,1253184
Vijāpur,India,Gujarat,1253193
Vikhorevka,Russia,Irkutsk Oblast,2013399
Vikindu,Tanzania,Pwani,148987
Vikārābād,India,Telangana,1253182
Vila do Conde,Portugal,Porto,2732649
Vila Franca de Xira,Portugal,Lisbon,2261639
Vila Nova de Gaia,Portugal,Porto,2732544
Vila Real,Portugal,Vila Real,2732438
Vila Velha,Brazil,Espírito Santo,3445026
Vila-real,Spain,Valencia,2509509
Vila-seca,Spain,Catalonia,3105803
Viladecans,Spain,Catalonia,3105935
Vilafranca del Penedès,Spain,Catalonia,3105600
Vilagarcía de Arousa,Spain,Galicia,3105575
Vilalba,Spain,Galicia,3105522
Vilanova i la Geltrú,Spain,Catalonia,3105184
Vilapicina i la Torre Llobeta,Spain,Catalonia,11549794
Vilar de Andorinho,Portugal,Porto,2732475
Vilaseca,Spain,Catalonia,3105805
Vilassar de Mar,Spain,Catalonia,3110516
Vilhena,Brazil,Rondônia,3924679
Viljandi,Estonia,Viljandimaa,587577
Viljoenskroon,South Africa,Orange Free State,943960
Vilkpėdė,Lithuania,Vilnius,10062606
Villa Alemana,Chile,Valparaíso,3868192
Villa Allende,Argentina,Cordoba,3832815
Villa Altagracia,Dominican Republic,San Cristóbal,3491952
Villa Bisonó,Dominican Republic,Santiago,3491948
Villa Bruzual,Venezuela,Portuguesa,3625346
Villa Canales,Guatemala,Guatemala,3587923
Villa Carlos Paz,Argentina,Cordoba,3832791
Villa Constitución,Argentina,Santa Fe,3832778
Villa Consuelo,Dominican Republic,Nacional,3491946
Villa de Costa Rica,Mexico,Sinaloa,4012693
Villa de Cura,Venezuela,Aragua,3625341
Villa de Mayo,Argentina,Buenos Aires,3427453
Villa de San Diego de Ubaté,Colombia,Cundinamarca,3666519
Villa de Vallecas,Spain,Madrid,8285535
Villa del Prado 2da Sección,Mexico,Baja California,8858111
Villa del Rosario,Colombia,Norte de Santander Department,3665913
Villa Dolores,Argentina,Cordoba,3832756
Villa Elisa,Paraguay,Central,3436728
Villa Francisca,Dominican Republic,Nacional,3491941
Villa Gesell,Argentina,Buenos Aires,3427431
Villa Hayes,Paraguay,Presidente Hayes,3436725
Villa Hidalgo,Mexico,Jalisco,3980169
Villa Independencia,Mexico,Veracruz,3526785
Villa Juárez,Mexico,Sinaloa,4015938
Villa Lugano,Argentina,Buenos Aires F.D.,3427408
Villa María,Argentina,Cordoba,3832694
Villa Mercedes,Argentina,San Luis,7116866
Villa Nueva,Argentina,Cordoba,3832662
Villa Nueva,Guatemala,Guatemala,3587902
Villa Ocampo,Argentina,Santa Fe,3427388
Villa Ortúzar,Argentina,Buenos Aires F.D.,3427387
Villa Park,United States,Illinois,4914830
Villa Paula de Sarmiento,Argentina,San Juan,3832653
Villa Regina,Argentina,Rio Negro,3832647
Villa Rica,Colombia,Cauca,3770955
Villa Santa Rita,Argentina,Buenos Aires F.D.,6693230
Villa Vicente Guerrero,Mexico,Tlaxcala,3815453
Villa Yapacaní,Bolivia,Santa Cruz Department,3901504
Villa Ángela,Argentina,Chaco,3832811
Villabate,Italy,Sicily,2522767
Villach,Austria,Carinthia,2762372
Villaflores,Mexico,Chiapas,3514677
Villafranca di Verona,Italy,Veneto,3164241
Villagrán,Mexico,Guanajuato,3980174
Villaguay,Argentina,Entre Rios,3427428
Villahermosa,Mexico,Tabasco,3514670
Villajoyosa,Spain,Valencia,2509588
Villamaría,Colombia,Caldas Department,3665973
Villamontes,Bolivia,Tarija Department,3901547
Villanova,Italy,Lazio,8378910
Villanueva,Colombia,La Guajira Department,3665934
Villanueva,Colombia,Casanare Department,3665951
Villanueva,Honduras,Cortés Department,3600327
Villanueva de la Cañada,Spain,Madrid,3105247
Villanueva de la Serena,Spain,Extremadura,2509553
Villanueva del Pardillo,Spain,Madrid,3105214
Villaquilambre,Spain,Castille and León,3105148
Villaricca,Italy,Campania,3164153
Villarrica,Chile,Araucanía,3868158
Villarrica,Paraguay,Guairá,3436714
Villarrobledo,Spain,Castille-La Mancha,2509491
Villaverde,Spain,Madrid,3104748
Villavicencio,Colombia,Meta,3665900
Villaviciosa de Odón,Spain,Madrid,3104703
Villazón,Bolivia,Potosí Department,3901501
Villefontaine,France,Auvergne-Rhône-Alpes,2968771
Villefranche-sur-Saône,France,Auvergne-Rhône-Alpes,2968748
Villejuif,France,Île-de-France,2968705
Villemomble,France,Île-de-France,2968653
Villena,Spain,Valencia,2509463
Villenave-d'Ornon,France,Nouvelle-Aquitaine,2968620
Villeneuve-d'Ascq,France,Hauts-de-France,6543862
Villeneuve-la-Garenne,France,Île-de-France,2968555
Villeneuve-le-Roi,France,Île-de-France,2968546
Villeneuve-Saint-Georges,France,Île-de-France,2968529
Villeneuve-sur-Lot,France,Nouvelle-Aquitaine,2968515
Villeparisis,France,Île-de-France,2968496
Villepinte,France,Île-de-France,2968482
Villers-lès-Nancy,France,Grand Est,2968368
Villeta,Colombia,Cundinamarca,3665895
Villeurbanne,France,Auvergne-Rhône-Alpes,2968254
Villiers-le-Bel,France,Île-de-France,2968176
Villiers-sur-Marne,France,Île-de-France,2968142
Villingen-Schwenningen,Germany,Baden-Wurttemberg,2817220
Villupuram,India,Tamil Nadu,1253166
Vilnius,Lithuania,Vilnius,593116
Vilnohirsk,Ukraine,Dnipropetrovsk,689200
Vilnyansk,Ukraine,Zaporizhzhia,689584
Vilshofen,Germany,Bavaria,2817202
Vilvoorde,Belgium,Flanders,2784604
Vilyeyka,Belarus,Minsk,620181
Vilyuchinsk,Russia,Kamchatka,2118647
Vimercate,Italy,Lombardy,3164083
Vimodrone,Italy,Lombardy,3164080
Vinaròs,Spain,Valencia,3104584
Vincennes,France,Île-de-France,2968054
Vincennes,United States,Indiana,4266307
Vincent,United States,California,5406421
Vincent,United States,California,7262464
Vincentown,United States,New Jersey,4504618
Vinces,Ecuador,Los Ríos,3650186
Vineland,United States,New Jersey,4504621
Vineyard,United States,California,7176039
Vinh,Vietnam,Nghệ An,1562798
Vinhedo,Brazil,São Paulo,3445014
Vinica,North Macedonia,Vinica,784424
Vinkovci,Croatia,Vukovar-Sirmium,3187719
Vinnytsya,Ukraine,Vinnytsia,689558
Vinto,Bolivia,Cochabamba,3901435
Vinukonda,India,Andhra Pradesh,1253150
Virac,Philippines,Bicol,1679802
Viradouro,Brazil,São Paulo,3444997
Virajpet,India,Karnataka,1253132
Viranşehir,Turkey,Şanlıurfa,298033
Virginia,South Africa,Orange Free State,943882
Virginia Beach,United States,Virginia,4791259
Viroflay,France,Île-de-France,2967934
Virudunagar,India,Tamil Nadu,1253113
Viry-Châtillon,France,Île-de-France,2967917
Virú,Peru,La Libertad,3690875
Virār,India,Maharashtra,1253133
Visaginas,Lithuania,Utena,593063
Visakhapatnam,India,Andhra Pradesh,1253102
Visalia,United States,California,5406567
Visby,Sweden,Gotland,2662689
Visconde do Rio Branco,Brazil,Minas Gerais,3444969
Viseu,Brazil,Pará,3385022
Viseu,Portugal,Viseu,2732265
Visitacion Valley,United States,California,8449777
Visnagar,India,Gujarat,1253095
Visoko,Bosnia and Herzegovina,Federation of B&H,3187609
Vista,United States,California,5406602
Visé,Belgium,Wallonia,2784548
Vite,India,Maharashtra,1253091
Vitebsk,Belarus,Vitebsk,620127
Viterbo,Italy,Lazio,3164039
Vitina,Kosovo,Gjilan,784372
Vitrolles,France,Provence-Alpes-Côte d'Azur,2967870
Vitry-le-François,France,Grand Est,2967856
Vitry-sur-Seine,France,Île-de-France,2967849
Vitré,France,Brittany,2967879
Vittoria,Italy,Sicily,2522713
Vittorio Veneto,Italy,Veneto,3164028
Vitória,Brazil,Espírito Santo,3444924
Vitória da Conquista,Brazil,Bahia,3444914
Vitória de Santo Antão,Brazil,Pernambuco,3384987
Vitória do Mearim,Brazil,Maranhão,3384986
Viveiro,Spain,Galicia,3104475
Vizianagaram,India,Andhra Pradesh,1253084
Viçosa,Brazil,Alagoas,3385109
Viçosa,Brazil,Minas Gerais,3445133
Viçosa do Ceará,Brazil,Ceará,3385106
Viña del Mar,Chile,Valparaíso,3868121
Viñales,Cuba,Pinar del Río,3534094
Vişeu de Sus,Romania,Maramureş,662699
Việt Trì,Vietnam,Phú Thọ,1562820
Vlaardingen,Netherlands,South Holland,2745467
Vladikavkaz,Russia,North Ossetia–Alania,473249
Vladimir,Russia,Vladimir Oblast,473247
Vladivostok,Russia,Primorye,2013348
Vlissingen,Netherlands,Zeeland,2745392
Vlorë,Albania,Vlorë County,3183719
Vlotho,Germany,North Rhine-Westphalia,2817105
Vnukovo,Russia,Moscow,857689
Vobkent Shahri,Uzbekistan,Bukhara,1512423
Voerde,Germany,North Rhine-Westphalia,2817065
Vogan,Togo,Maritime,2363490
Voghera,Italy,Lombardy,3163995
Vohibinany,Madagascar,Atsinanana,1054035
Vohipaho,Madagascar,Atsimo-Atsinanana,1053778
Voi,Kenya,Taita Taveta,178522
Voinjama,Liberia,Lofa,2273312
Voiron,France,Auvergne-Rhône-Alpes,2967758
Volendam,Netherlands,North Holland,2745340
Volgodonsk,Russia,Rostov,472761
Volgograd,Russia,Volgograd Oblast,472757
Volgorechensk,Russia,Kostroma Oblast,472750
Volkhov,Russia,Leningradskaya Oblast',472722
Volkovysk,Belarus,Grodnenskaya,620391
Volksdorf,Germany,Hamburg,2816607
Volksrust,South Africa,Mpumalanga,943032
Volla,Italy,Campania,6534268
Volnovakha,Ukraine,Donetsk,689198
Volochysk,Ukraine,Khmelnytskyi,689159
Volodymyr-Volynskyi,Ukraine,Volyn,689378
Vologda,Russia,Vologda Oblast,472459
Volokolamsk,Russia,Moscow Oblast,472433
Volos,Greece,Thessaly,251833
Volta Redonda,Brazil,Rio de Janeiro,3444876
Voluntari,Romania,Ilfov,662476
Volzhsk,Russia,Mariy-El Republic,472234
Volzhsky,Russia,Volgograd Oblast,472231
Vol’sk,Russia,Saratov Oblast,472278
Vomero,Italy,Campania,3163948
Vondrozo,Madagascar,Atsimo-Atsinanana,1053507
Voorburg,Netherlands,South Holland,2745321
Voorhees,United States,New Jersey,5105860
Voorschoten,Netherlands,South Holland,2745301
Vordingborg,Denmark,Zealand,2610020
Vorgashor,Russia,Komi,1486913
Vorkuta,Russia,Komi,1486910
Vorob’yovo,Russia,Moscow,472079
Voronezh,Russia,Voronezh Oblast,472045
Voskresensk,Russia,Moscow Oblast,471656
Vostochnoe Degunino,Russia,Moscow,8505053
Vostryakovo,Russia,Moscow Oblast,471456
Vostryakovo,Russia,Moscow Oblast,471457
Votkinsk,Russia,Udmurtiya Republic,471430
Votorantim,Brazil,São Paulo,3444866
Votuporanga,Brazil,São Paulo,3444864
Vovchansk,Ukraine,Kharkiv,689304
Voznesensk,Ukraine,Mykolaiv,688860
Voúla,Greece,Attica,251780
Vrangel’,Russia,Primorye,2013258
Vranje,Serbia,Central Serbia,784227
Vranov nad Topľou,Slovakia,Prešovský kraj,723195
Vratsa,Bulgaria,Vratsa,725712
Vrbas,Serbia,Vojvodina,3187297
Vreden,Germany,North Rhine-Westphalia,2815824
Vredenburg,South Africa,Western Cape,3359741
Vriddhāchalam,India,Tamil Nadu,1253080
Vrilissia,Greece,Attica,6324534
Vrindāvan,India,Uttar Pradesh,1253079
Vryburg,South Africa,North-West,942511
Vryheid,South Africa,KwaZulu-Natal,942470
Vršac,Serbia,Vojvodina,784136
Vsetín,Czechia,Zlín,3062339
Vsevolozhsk,Russia,Leningradskaya Oblast',471101
Vught,Netherlands,North Brabant,2745154
Vukovar,Croatia,Vukovar-Sirmium,3187047
Vulcan,Romania,Hunedoara,662432
Vuosaari,Finland,Uusimaa,631077
Vushtrri,Kosovo,Mitrovica,784097
Vuyyūru,India,Andhra Pradesh,1253077
Vwawa,Tanzania,Songwe,148942
Vyatskiye Polyany,Russia,Kirov Oblast,470734
Vyazemskiy,Russia,Khabarovsk,2013229
Vyazniki,Russia,Vladimir Oblast,470666
Vyaz’ma,Russia,Smolensk Oblast,470676
Vyborg,Russia,Leningradskaya Oblast',470546
Vykhino-Zhulebino,Russia,Moscow,470451
Vyksa,Russia,Nizhny Novgorod Oblast,470444
Vynohradiv,Ukraine,Transcarpathia,688746
Vyselki,Russia,Krasnodar Krai,470338
Vyshhorod,Ukraine,Kiev,688723
Vyshneve,Ukraine,Kiev,689487
Vyshniy Volochëk,Russia,Tver Oblast,470252
Vyāra,India,Gujarat,1253074
Vyškov,Czechia,South Moravian,3062283
Vác,Hungary,Pest,3043293
Vári,Greece,Attica,252270
Várpalota,Hungary,Veszprém,3043095
Várzea Alegre,Brazil,Ceará,3385467
Várzea da Palma,Brazil,Minas Gerais,3445459
Várzea Grande,Brazil,Mato Grosso,3445451
Várzea Paulista,Brazil,São Paulo,3445446
Vänersborg,Sweden,Västra Götaland,2665171
Värnamo,Sweden,Jönköping,2664855
Västervik,Sweden,Kalmar,2664203
Västerås,Sweden,Västmanland,2664454
Västra Frölunda,Sweden,Västra Götaland,2664050
Väståboland,Finland,Southwest Finland,7911309
Växjö,Sweden,Kronoberg,2663536
Vélez,Colombia,Santander,3666232
Vélez-Málaga,Spain,Andalusia,2509769
Vélingara,Senegal,Kolda,2244177
Vélizy-Villacoublay,France,Île-de-France,2970203
Vénissieux,France,Auvergne-Rhône-Alpes,2970072
Véroia,Greece,Central Macedonia,733905
Vícar,Spain,Andalusia,2509650
Víctor Rosales,Mexico,Zacatecas,4016132
Völklingen,Germany,Saarland,2816630
Výronas,Greece,Attica,251948
Vāda,India,Maharashtra,1253610
Vādippatti,India,Tamil Nadu,1253579
Vāsudevanallūr,India,Tamil Nadu,1253357
Vĩnh Châu,Vietnam,Sóc Trăng,1562773
Vĩnh Long,Vietnam,Vĩnh Long,1562693
Vĩnh Thạnh,Vietnam,Can Tho,9533392
Vĩnh Yên,Vietnam,Vĩnh Phúc,1562548
Vīsāvadar,India,Gujarat,1253105
Vũng Tàu,Vietnam,Bà Rịa-Vũng Tàu,1562414
Vị Thanh,Vietnam,Hậu Giang,1562538
Wa,Ghana,Upper West,2294206
Waal,Ethiopia,Somali,53904
Waalwijk,Netherlands,North Brabant,2745123
Wabu,South Korea,Gyeonggi-do,1912209
Wacheng Neighborhood,China,Henan,1789427
Wachtberg,Germany,North Rhine-Westphalia,2815678
Waco,United States,Texas,4739526
Wad Medani,Sudan,Al Jazīrah,364103
Waddinxveen,Netherlands,South Holland,2745096
Waddān,Libya,Al Jufrah,2209055
Wade Hampton,United States,South Carolina,4599937
Wadern,Germany,Saarland,2815565
Wadgassen,Germany,Saarland,2815559
Wadowice,Poland,Lesser Poland,3082722
Wadsworth,United States,Ohio,5175496
Waegwan,South Korea,Gyeongsangbuk-do,1833514
Wafangdian,China,Liaoning,1792260
Wageningen,Netherlands,Gelderland,2745088
Waghäusel,Germany,Baden-Wurttemberg,2815487
Wahiawā,United States,Hawaii,5853992
Wahroonga,Australia,New South Wales,2145092
Wai,India,Maharashtra,1253013
Waiblingen,Germany,Baden-Wurttemberg,2815330
Wailuku,United States,Hawaii,5854496
Waina,China,Gansu,1792232
Waingapu,Indonesia,East Nusa Tenggara,1622318
Wainuiomata,New Zealand,Wellington,2180118
Waipahu,United States,Hawaii,5854686
Waisai,Indonesia,Southwest Papua,1622293
Wajir,Kenya,Wajir,178443
Wakayama,Japan,Wakayama,1926004
Wake Forest,United States,North Carolina,4497290
Wakefield,United Kingdom,England,2634910
Wakefield,United States,Massachusetts,4954265
Wakefield,United States,New York,5143056
Wakema,Myanmar,Ayeyarwady,1289828
Wakimachi,Japan,Tokushima,1848933
Wakiso,Uganda,Central Region,225964
Wakkanai,Japan,Hokkaido,2127515
Wako,Japan,Saitama,1907300
Wakuya,Japan,Miyagi,2110596
Walajapet,India,Tamil Nadu,1252997
Walcourt,Belgium,Wallonia,2784189
Waldbröl,Germany,North Rhine-Westphalia,2815137
Waldkirch,Germany,Baden-Wurttemberg,2814883
Waldkraiburg,Germany,Bavaria,2814874
Waldorf,United States,Maryland,4372599
Waldshut-Tiengen,Germany,Baden-Wurttemberg,2814791
Waliso,Ethiopia,Oromiya,336372
Walkden,United Kingdom,England,2634887
Walker,United States,Michigan,5013924
Walla Walla,United States,Washington,5814916
Wallasey,United Kingdom,England,2634873
Wallenhorst,Germany,Lower Saxony,2814632
Wallingford,United States,Connecticut,4845056
Wallingford Center,United States,Connecticut,7257422
Wallington,United Kingdom,England,2634867
Wallsend,United Kingdom,England,2634864
Walnut,United States,California,5406976
Walnut Creek,United States,California,5406990
Walnut Grove,Canada,British Columbia,7669012
Walnut Park,United States,California,5407030
Walsall,United Kingdom,England,2634853
Walsrode,Germany,Lower Saxony,2814462
Waltham,United States,Massachusetts,4954380
Waltham Abbey,United Kingdom,England,2634843
Walthamstow,United Kingdom,England,2634838
Walton-on-Thames,United Kingdom,England,2634825
Walton-on-the-Naze,United Kingdom,England,2634826
Waltrop,Germany,North Rhine-Westphalia,2814362
Walvis Bay,Namibia,Erongo,3359638
Wamba,Democratic Republic of the Congo,Haut-Uele,204318
Wamba,Nigeria,Nassarawa,2319257
Wanaraja,Indonesia,West Java,1622138
Wanchaq,Peru,Cusco,12157056
Wanda,Argentina,Misiones,3427327
Wandlitz,Germany,Brandenburg,2814305
Wandsbek,Germany,Hamburg,2911285
Wang Nam Yen,Thailand,Sa Kaeo,1605119
Wang Noi,Thailand,Phra Nakhon Si Ayutthaya,1605118
Wang Saphung,Thailand,Loei,1605102
Wangaratta,Australia,Victoria,2144764
Wangen,Germany,Baden-Wurttemberg,2814270
Wangfen,China,Shandong,1792105
Wanggou,China,Jiangsu,12279164
Wanghong,China,Ningxia Hui Autonomous Region,10188281
Wangji,China,Jiangsu,1792052
Wangjia,China,Chongqing,8416968
Wangkui,China,Heilongjiang,2034228
Wangon,Indonesia,Central Java,1622090
Wangpu,China,Gansu,1791925
Wangqing,China,Jilin,2034221
Wangu,China,Chongqing,1791875
Wangwu,China,Hainan,1791867
Wangyao,China,Gansu,1908000
Wangyin,China,Gansu,1908001
Wangyuan,China,Ningxia Hui Autonomous Region,12324553
Wani,India,Maharashtra,1252960
Wanju,South Korea,Jeollabuk-do,1833466
Wankyi,Ghana,Bono,2294086
Wanlaweyn,Somalia,Lower Shabeelle,50672
Wanmu,China,Chongqing,8407506
Wanning,China,Hainan,1791779
Wanparti,India,Telangana,1252956
Wanqiao Zhen,China,Yunnan,12277238
Wansheng,China,Chongqing,1791765
Wanshui,China,Guizhou,1791762
Wanshun,China,Chongqing,1791760
